"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","12","7","0","68","20","1.8","0.16","63.24","21.607","205.349","182.218"
"3","12","8","162","247","22","2.1","0.16","330.401","29.876","1092.023","1037.474"
"3","12","9","181","344","23","2.3","0.16","474.174","33.833","1534.054","1463.842"
"3","12","10","126","418","24","2.3","0.16","527.175","36.01","1676.288","1601.036"
"3","12","11","100","488","24","2.4","0.16","576.595","36.871","1819.384","1739.061"
"3","12","12","128","471","24","2.5","0.16","598.115","37.107","1886.864","1804.151"
"3","12","13","327","413","24","2.4","0.16","728.997","40.311","2290.779","2193.753"
"3","12","14","263","403","23","2.2","0.16","624.609","37.535","1991.279","1904.866"
"3","12","15","293","283","23","1.8","0.16","477.171","35.081","1549.923","1479.148"
"3","12","16","126","191","22","1.3","0.16","241.986","28.86","797.341","753.234"
"3","12","17","85","79","21","0.8","0.16","92.849","23.95","288.827","262.739"
"3","12","18","0","0","20","0.5","0.16","0","20","0","0"
"3","12","19","0","0","19","0.5","0.16","0","19","0","0"
"3","12","20","0","0","19","0.5","0.16","0","19","0","0"
"3","12","21","0","0","19","0.5","0.16","0","19","0","0"
"3","12","22","0","0","19","0.4","0.16","0","19","0","0"
"3","12","23","0","0","19","0.4","0.16","0","19","0","0"
"3","13","0","0","0","19","0.5","0.16","0","19","0","0"
"3","13","1","0","0","18","0.5","0.16","0","18","0","0"
"3","13","2","0","0","18","0.6","0.16","0","18","0","0"
"3","13","3","0","0","18","0.6","0.16","0","18","0","0"
"3","13","4","0","0","18","0.6","0.16","0","18","0","0"
"3","13","5","0","0","18","0.8","0.16","0","18","0","0"
"3","13","6","0","4","19","1.3","0.16","3.7","19.1","8.972","0"
"3","13","7","0","27","20","1.7","0.16","25.042","20.65","78.279","59.651"
"3","13","8","66","233","20","2","0.16","260.114","26.32","863.29","816.846"
"3","13","9","76","326","21","2.5","0.16","372.354","29.186","1216.94","1157.965"
"3","13","10","140","418","22","2.9","0.16","540.259","33.046","1739.83","1662.326"
"3","13","11","110","491","22","3","0.16","589.901","33.839","1885.196","1802.542"
"3","13","12","141","471","22","2.8","0.16","611.59","34.704","1949.354","1864.427"
"3","13","13","533","312","22","2.6","0.16","831.891","39.966","2629.55","2520.521"
"3","13","14","423","347","22","2.5","0.16","703.14","37.478","2252.639","2156.965"
"3","13","15","433","247","23","2.3","0.16","539.747","35.373","1760.475","1682.24"
"3","13","16","461","148","22","1.9","0.16","356.839","30.866","1180.926","1123.227"
"3","13","17","339","65","21","1.4","0.16","133.276","24.558","385.082","355.583"
"3","13","18","0","0","20","1.2","0.16","0","20","0","0"
"3","13","19","0","0","20","1.2","0.16","0","20","0","0"
"3","13","20","0","0","19","1.2","0.16","0","19","0","0"
"3","13","21","0","0","19","1.2","0.16","0","19","0","0"
"3","13","22","0","0","19","1.2","0.16","0","19","0","0"
"3","13","23","0","0","18","1.2","0.16","0","18","0","0"
"3","14","0","0","0","18","1.1","0.16","0","18","0","0"
"3","14","1","0","0","18","0.9","0.16","0","18","0","0"
"3","14","2","0","0","18","0.8","0.16","0","18","0","0"
"3","14","3","0","0","17","0.6","0.16","0","17","0","0"
"3","14","4","0","0","17","0.5","0.16","0","17","0","0"
"3","14","5","0","0","17","0.6","0.16","0","17","0","0"
"3","14","6","215","26","19","0.8","0.16","39.299","20.083","80.596","61.886"
"3","14","7","58","124","21","0.9","0.16","136.43","25.266","445.517","413.876"
"3","14","8","821","82","23","0.9","0.16","544.603","40.109","1771.213","1692.597"
"3","14","9","895","94","24","1","0.16","773.402","47.599","2412.711","2311.365"
"3","14","10","182","424","25","1","0.16","584.511","42.718","1814.511","1734.361"
"3","14","11","152","499","26","1.2","0.16","647.883","44.662","1986.238","1900.004"
"3","14","12","183","478","27","1.3","0.16","661.144","45.597","2020.204","1932.765"
"3","14","13","515","331","26","1.3","0.16","833.914","49.527","2533.618","2427.988"
"3","14","14","440","338","26","1.3","0.16","714.146","46.171","2209.711","2115.557"
"3","14","15","443","244","25","1.3","0.16","543.431","40.397","1737.862","1660.428"
"3","14","16","398","158","24","1.2","0.16","338.103","33.82","1104.001","1049.028"
"3","14","17","285","69","23","0.9","0.16","126.08","26.821","365.183","336.388"
"3","14","18","0","0","21","0.7","0.16","0","21","0","0"
"3","14","19","0","0","20","0.7","0.16","0","20","0","0"
"3","14","20","0","0","20","0.7","0.16","0","20","0","0"
"3","14","21","0","0","19","0.7","0.16","0","19","0","0"
"3","14","22","0","0","19","0.6","0.16","0","19","0","0"
"3","14","23","0","0","18","0.6","0.16","0","18","0","0"
"3","15","0","0","0","18","0.6","0.16","0","18","0","0"
"3","15","1","0","0","18","0.7","0.16","0","18","0","0"
"3","15","2","0","0","18","0.8","0.16","0","18","0","0"
"3","15","3","0","0","18","0.9","0.16","0","18","0","0"
"3","15","4","0","0","18","0.8","0.16","0","18","0","0"
"3","15","5","0","0","18","0.9","0.16","0","18","0","0"
"3","15","6","213","26","20","1.5","0.16","39.494","20.912","79.756","61.075"
"3","15","7","633","69","22","2","0.16","276.389","28.633","870.532","823.832"
"3","15","8","804","87","24","2.1","0.16","541.308","36.957","1782.634","1703.614"
"3","15","9","888","96","26","2","0.16","771.092","44.767","2433.872","2331.776"
"3","15","10","925","105","27","1.8","0.16","942.507","50.855","2873.545","2755.87"
"3","15","11","944","109","27","1.6","0.16","1042.803","54.527","3112.837","2986.683"
"3","15","12","948","108","28","1.6","0.16","1062.193","56.033","3146.883","3019.522"
"3","15","13","936","105","27","1.5","0.16","1000.313","54.011","2999.527","2877.387"
"3","15","14","902","101","27","1.2","0.16","860.521","51.958","2622.494","2513.714"
"3","15","15","833","96","27","1","0.16","656.592","47.063","2063.152","1974.192"
"3","15","16","720","80","26","0.7","0.16","406.827","39.442","1305.123","1243.023"
"3","15","17","475","52","24","0.6","0.16","148.346","28.796","406.559","376.299"
"3","15","18","0","0","23","0.5","0.16","0","23","0","0"
"3","15","19","0","0","22","0.6","0.16","0","22","0","0"
"3","15","20","0","0","22","0.6","0.16","0","22","0","0"
"3","15","21","0","0","21","0.6","0.16","0","21","0","0"
"3","15","22","0","0","21","0.6","0.16","0","21","0","0"
"3","15","23","0","0","20","0.6","0.16","0","20","0","0"
"3","16","0","0","0","20","0.6","0.16","0","20","0","0"
"3","16","1","0","0","20","0.5","0.16","0","20","0","0"
"3","16","2","0","0","19","0.5","0.16","0","19","0","0"
"3","16","3","0","0","19","0.6","0.16","0","19","0","0"
"3","16","4","0","0","19","0.6","0.16","0","19","0","0"
"3","16","5","0","0","19","0.6","0.16","0","19","0","0"
"3","16","6","187","25","20","0.8","0.16","36.541","21.001","73.361","54.907"
"3","16","7","590","73","22","1.1","0.16","267.422","29.854","839.625","794.019"
"3","16","8","757","97","24","1.5","0.16","526.289","38.297","1722.331","1645.448"
"3","16","9","846","109","25","1.9","0.16","756.496","43.789","2396.253","2295.49"
"3","16","10","528","296","25","2","0.16","783.4","43.988","2443.94","2341.488"
"3","16","11","428","428","26","2.1","0.16","857.188","46.324","2628.651","2519.653"
"3","16","12","530","336","26","2.2","0.16","882.909","46.539","2710.105","2598.221"
"3","16","13","539","312","26","2.1","0.16","838.364","45.904","2587.957","2480.401"
"3","16","14","448","330","25","1.9","0.16","713.327","42.653","2240.642","2145.393"
"3","16","15","470","230","24","1.5","0.16","547.495","38.818","1764.413","1686.038"
"3","16","16","416","150","23","1.1","0.16","337.92","33.058","1106.928","1051.85"
"3","16","17","284","66","22","0.7","0.16","122.6","25.913","354.172","325.768"
"3","16","18","0","0","21","0.6","0.16","0","21","0","0"
"3","16","19","0","0","21","0.7","0.16","0","21","0","0"
"3","16","20","0","0","20","0.9","0.16","0","20","0","0"
"3","16","21","0","0","20","1","0.16","0","20","0","0"
"3","16","22","0","0","20","0.8","0.16","0","20","0","0"
"3","16","23","0","0","20","0.6","0.16","0","20","0","0"
"3","17","0","0","0","20","0.6","0.16","0","20","0","0"
"3","17","1","0","0","20","0.5","0.16","0","20","0","0"
"3","17","2","0","0","19","0.4","0.16","0","19","0","0"
"3","17","3","0","0","19","0.4","0.16","0","19","0","0"
"3","17","4","0","0","19","0.5","0.16","0","19","0","0"
"3","17","5","0","0","19","0.5","0.16","0","19","0","0"
"3","17","6","34","24","19","1","0.16","24.884","19.696","58.865","40.925"
"3","17","7","214","124","20","1.7","0.16","192.079","24.949","625.661","587.637"
"3","17","8","103","239","22","2.3","0.16","287.848","28.598","951.419","901.852"
"3","17","9","117","339","23","2.5","0.16","423.532","32.316","1373.515","1308.991"
"3","17","10","84","401","25","2.3","0.16","467.309","35.643","1483.883","1415.449"
"3","17","11","70","459","26","2","0.16","519.821","38.541","1626.219","1552.742"
"3","17","12","87","452","26","1.7","0.16","531.193","39.644","1654.998","1580.5"
"3","17","13","213","439","26","1.5","0.16","640.814","43.232","1984.378","1898.209"
"3","17","14","178","402","25","1.2","0.16","547.65","40.815","1718.375","1641.632"
"3","17","15","197","290","25","1","0.16","415.927","37.663","1331.612","1268.573"
"3","17","16","697","84","24","0.8","0.16","399.226","36.837","1293.633","1231.941"
"3","17","17","442","53","22","0.6","0.16","141.91","26.591","392.728","362.958"
"3","17","18","0","0","21","0.5","0.16","0","21","0","0"
"3","17","19","0","0","20","0.5","0.16","0","20","0","0"
"3","17","20","0","0","20","0.5","0.16","0","20","0","0"
"3","17","21","0","0","20","0.5","0.16","0","20","0","0"
"3","17","22","0","0","20","0.5","0.16","0","20","0","0"
"3","17","23","0","0","19","0.4","0.16","0","19","0","0"
"3","18","0","0","0","19","0.5","0.16","0","19","0","0"
"3","18","1","0","0","19","0.7","0.16","0","19","0","0"
"3","18","2","0","0","19","1.1","0.16","0","19","0","0"
"3","18","3","0","0","19","1.5","0.16","0","19","0","0"
"3","18","4","0","0","18","1.8","0.16","0","18","0","0"
"3","18","5","0","0","18","2","0.16","0","18","0","0"
"3","18","6","0","2","18","2.2","0.16","1.849","18.04","4.032","0"
"3","18","7","0","18","19","2.3","0.16","16.685","19.383","51.463","33.786"
"3","18","8","1","154","19","2.5","0.16","144.984","22.196","478.24","445.44"
"3","18","9","11","212","20","2.6","0.16","207.89","24.485","679.193","639.272"
"3","18","10","31","329","21","2.6","0.16","347.773","28.488","1126.806","1071.025"
"3","18","11","27","368","22","2.5","0.16","386.086","30.455","1238.692","1178.946"
"3","18","12","34","370","22","2.2","0.16","395.776","31.172","1266.47","1205.74"
"3","18","13","228","435","22","1.9","0.16","651.345","38.071","2061.078","1972.192"
"3","18","14","194","398","22","1.6","0.16","557.248","36.678","1779.649","1700.735"
"3","18","15","218","285","21","1.3","0.16","424.932","33.025","1388.101","1323.061"
"3","18","16","207","176","20","0.9","0.16","263.626","28.254","874.089","827.263"
"3","18","17","149","68","19","0.6","0.16","96.227","22.195","290.723","264.567"
"3","18","18","0","0","19","0.6","0.16","0","19","0","0"
"3","18","19","0","0","18","0.6","0.16","0","18","0","0"
"3","18","20","0","0","18","0.7","0.16","0","18","0","0"
"3","18","21","0","0","17","0.7","0.16","0","17","0","0"
"3","18","22","0","0","17","0.7","0.16","0","17","0","0"
"3","18","23","0","0","17","0.7","0.16","0","17","0","0"
"3","19","0","0","0","17","0.7","0.16","0","17","0","0"
"3","19","1","0","0","16","0.7","0.16","0","16","0","0"
"3","19","2","0","0","16","0.6","0.16","0","16","0","0"
"3","19","3","0","0","16","0.6","0.16","0","16","0","0"
"3","19","4","0","0","16","0.7","0.16","0","16","0","0"
"3","19","5","0","0","16","1","0.16","0","16","0","0"
"3","19","6","0","16","17","1.5","0.16","14.842","17.374","35.917","18.79"
"3","19","7","6","107","19","1.8","0.16","102.307","21.598","338.595","310.743"
"3","19","8","301","225","21","1.8","0.16","394.105","31.003","1308.698","1246.471"
"3","19","9","322","315","23","1.7","0.16","561.675","37.51","1803.297","1723.545"
"3","19","10","947","89","24","1.6","0.16","948.613","49.073","2916.008","2796.828"
"3","19","11","964","92","25","1.5","0.16","1046.809","53.261","3144.03","3016.77"
"3","19","12","964","95","25","1.4","0.16","1065.405","54.42","3180.519","3051.967"
"3","19","13","197","440","25","1.2","0.16","627.283","43.089","1942.953","1858.253"
"3","19","14","169","397","25","1.1","0.16","535.693","40.854","1680.347","1604.952"
"3","19","15","187","287","24","0.8","0.16","406.575","37.04","1304.649","1242.566"
"3","19","16","176","177","23","0.6","0.16","250.913","31.522","819.757","774.855"
"3","19","17","122","68","22","0.5","0.16","89.554","25.068","268.757","243.379"
"3","19","18","0","0","21","0.6","0.16","0","21","0","0"
"3","19","19","0","0","20","0.7","0.16","0","20","0","0"
"3","19","20","0","0","19","0.6","0.16","0","19","0","0"
"3","19","21","0","0","19","0.6","0.16","0","19","0","0"
"3","19","22","0","0","19","0.6","0.16","0","19","0","0"
"3","19","23","0","0","18","0.7","0.16","0","18","0","0"
"3","20","0","0","0","18","0.7","0.16","0","18","0","0"
"3","20","1","0","0","18","0.8","0.16","0","18","0","0"
"3","20","2","0","0","18","0.9","0.16","0","18","0","0"
"3","20","3","0","0","18","0.9","0.16","0","18","0","0"
"3","20","4","0","0","18","0.9","0.16","0","18","0","0"
"3","20","5","0","0","18","1","0.16","0","18","0","0"
"3","20","6","237","22","19","1.4","0.16","39.042","19.871","70.812","52.449"
"3","20","7","250","116","20","1.9","0.16","197.383","24.872","642.026","603.422"
"3","20","8","824","73","22","2.2","0.16","541.598","34.716","1802.012","1722.305"
"3","20","9","899","82","24","2","0.16","769.238","42.727","2450.799","2348.103"
"3","20","10","940","87","25","1.6","0.16","940.797","49.868","2883.174","2765.158"
"3","20","11","958","91","26","1.2","0.16","1040.149","56.117","3086.971","2961.733"
"3","20","12","954","96","27","1.1","0.16","1056.384","58.337","3101.719","2975.959"
"3","20","13","939","96","27","1.1","0.16","992.748","56.468","2948.774","2828.433"
"3","20","14","903","94","26","1","0.16","851.572","51.96","2598.246","2490.325"
"3","20","15","838","88","25","0.9","0.16","646.149","45.267","2048.564","1960.121"
"3","20","16","726","73","24","0.7","0.16","398.738","37.172","1289.739","1228.184"
"3","20","17","474","46","23","0.6","0.16","139.832","27.493","377.355","348.13"
"3","20","18","0","0","22","0.6","0.16","0","22","0","0"
"3","20","19","0","0","22","0.6","0.16","0","22","0","0"
"3","20","20","0","0","22","0.5","0.16","0","22","0","0"
"3","20","21","0","0","21","0.6","0.16","0","21","0","0"
"3","20","22","0","0","20","0.7","0.16","0","20","0","0"
"3","20","23","0","0","19","0.8","0.16","0","19","0","0"
"3","21","0","0","0","19","0.8","0.16","0","19","0","0"
"3","21","1","0","0","19","0.7","0.16","0","19","0","0"
"3","21","2","0","0","19","0.6","0.16","0","19","0","0"
"3","21","3","0","0","19","0.5","0.16","0","19","0","0"
"3","21","4","0","0","19","0.5","0.16","0","19","0","0"
"3","21","5","0","0","19","0.5","0.16","0","19","0","0"
"3","21","6","0","16","19","0.9","0.16","14.844","19.432","35.557","18.443"
"3","21","7","30","115","20","1.4","0.16","119.844","23.32","394.564","364.729"
"3","21","8","381","207","21","1.7","0.16","422.36","31.958","1402.493","1336.943"
"3","21","9","432","280","22","2.1","0.16","617.228","36.691","1995.475","1908.913"
"3","21","10","83","393","23","2.2","0.16","459.771","33.677","1471.764","1403.759"
"3","21","11","69","452","23","2.2","0.16","513.209","34.901","1629.66","1556.061"
"3","21","12","88","444","23","2.1","0.16","525.342","35.425","1665.629","1590.755"
"3","21","13","207","431","23","2","0.16","628.266","38.187","1986.512","1900.268"
"3","21","14","174","393","23","1.8","0.16","536.349","36.532","1713.158","1636.599"
"3","21","15","195","282","22","1.3","0.16","407.052","33.519","1326.074","1263.232"
"3","21","16","180","173","21","0.8","0.16","248.721","28.996","820.956","776.012"
"3","21","17","119","65","20","0.5","0.16","85.996","22.943","259.073","234.039"
"3","21","18","0","0","20","0.5","0.16","0","20","0","0"
"3","21","19","0","0","20","0.5","0.16","0","20","0","0"
"3","21","20","0","0","19","0.5","0.16","0","19","0","0"
"3","21","21","0","0","19","0.5","0.16","0","19","0","0"
"3","21","22","0","0","19","0.5","0.16","0","19","0","0"
"3","21","23","0","0","19","0.5","0.16","0","19","0","0"
"3","22","0","0","0","19","0.6","0.16","0","19","0","0"
"3","22","1","0","0","18","0.6","0.16","0","18","0","0"
"3","22","2","0","0","18","0.7","0.16","0","18","0","0"
"3","22","3","0","0","17","0.9","0.16","0","17","0","0"
"3","22","4","0","0","17","0.9","0.16","0","17","0","0"
"3","22","5","0","0","17","1.1","0.16","0","17","0","0"
"3","22","6","0","14","17","1.5","0.16","12.982","17.327","31.216","14.256"
"3","22","7","0","100","19","1.9","0.16","93.808","21.334","310.189","283.343"
"3","22","8","20","193","21","1.9","0.16","193.421","25.795","636.47","598.063"
"3","22","9","27","269","23","1.5","0.16","281.134","30.57","905.949","857.993"
"3","22","10","945","92","25","1","0.16","951.484","53.98","2865.602","2748.208"
"3","22","11","963","95","26","0.6","0.16","1049.603","61.541","3042.161","2918.511"
"3","22","12","965","96","26","0.3","0.16","1067.172","65.473","3036.221","2912.781"
"3","22","13","543","319","27","0.1","0.16","849.891","60.455","2467.401","2364.117"
"3","22","14","490","305","26","0.2","0.16","723.845","53.625","2176.399","2083.427"
"3","22","15","521","202","26","0.5","0.16","552.056","45.299","1737.512","1660.091"
"3","22","16","461","132","25","0.6","0.16","338.146","36.485","1092.117","1037.564"
"3","22","17","326","54","23","0.6","0.16","117.528","26.816","326.237","298.823"
"3","22","18","0","0","21","0.5","0.16","0","21","0","0"
"3","22","19","0","0","20","0.6","0.16","0","20","0","0"
"3","22","20","0","0","20","0.7","0.16","0","20","0","0"
"3","22","21","0","0","19","0.9","0.16","0","19","0","0"
"3","22","22","0","0","19","1.3","0.16","0","19","0","0"
"3","22","23","0","0","18","2","0.16","0","18","0","0"
"3","23","0","0","0","18","2.5","0.16","0","18","0","0"
"3","23","1","0","0","17","2.7","0.16","0","17","0","0"
"3","23","2","0","0","17","2.8","0.16","0","17","0","0"
"3","23","3","0","0","17","2.7","0.16","0","17","0","0"
"3","23","4","0","0","17","2.6","0.16","0","17","0","0"
"3","23","5","0","0","17","2.4","0.16","0","17","0","0"
"3","23","6","244","20","17","2.4","0.16","38.721","17.693","69.253","50.945"
"3","23","7","671","55","18","2.5","0.16","282.05","24.152","907.536","859.524"
"3","23","8","825","71","19","2.6","0.16","542.711","30.824","1834.467","1753.61"
"3","23","9","897","81","20","2.7","0.16","768.856","36.397","2513.371","2408.458"
"3","23","10","935","87","21","2.6","0.16","937.723","41.315","2977.248","2855.898"
"3","23","11","953","90","22","2.3","0.16","1034.742","45.675","3209.779","3080.189"
"3","23","12","944","99","23","1.9","0.16","1049.079","48.98","3206.526","3077.052"
"3","23","13","38","358","23","1.6","0.16","386.316","33.145","1230.04","1170.6"
"3","23","14","31","312","24","1.4","0.16","329.525","33.068","1051.697","998.577"
"3","23","15","30","235","23","1.2","0.16","246.932","30.145","799.926","755.727"
"3","23","16","724","70","22","0.9","0.16","392.333","34.284","1282.794","1221.485"
"3","23","17","463","43","21","0.6","0.16","133.252","25.266","358.536","329.977"
"3","23","18","0","0","20","0.6","0.16","0","20","0","0"
"3","23","19","0","0","20","0.7","0.16","0","20","0","0"
"3","23","20","0","0","20","0.7","0.16","0","20","0","0"
"3","23","21","0","0","20","0.8","0.16","0","20","0","0"
"3","23","22","0","0","19","0.9","0.16","0","19","0","0"
"3","23","23","0","0","19","1.3","0.16","0","19","0","0"
"3","24","0","0","0","19","1.9","0.16","0","19","0","0"
"3","24","1","0","0","18","2.3","0.16","0","18","0","0"
"3","24","2","0","0","18","2.4","0.16","0","18","0","0"
"3","24","3","0","0","17","2.2","0.16","0","17","0","0"
"3","24","4","0","0","17","1.8","0.16","0","17","0","0"
"3","24","5","0","0","17","1.7","0.16","0","17","0","0"
"3","24","6","250","20","17","2.3","0.16","39.55","17.719","70.5","52.148"
"3","24","7","671","57","19","3","0.16","284.957","24.694","916.27","867.949"
"3","24","8","151","235","20","3.2","0.16","317.75","26.22","1065.965","1012.339"
"3","24","9","158","335","22","3.2","0.16","453.821","30.85","1485.684","1417.186"
"3","24","10","927","99","23","3","0.16","943.32","42.059","2985.184","2863.553"
"3","24","11","945","103","24","2.7","0.16","1040.345","46.114","3220.359","3090.395"
"3","24","12","946","105","24","2.3","0.16","1057.011","48.178","3240.973","3110.278"
"3","24","13","932","103","25","2","0.16","991.474","49.072","3039.98","2916.407"
"3","24","14","900","98","25","1.8","0.16","850.363","46.553","2655.591","2545.638"
"3","24","15","837","89","24","1.5","0.16","645.319","41.511","2079.569","1990.028"
"3","24","16","724","72","23","1.1","0.16","393.524","34.71","1284.277","1222.915"
"3","24","17","460","43","22","0.8","0.16","132.178","26.003","353.608","325.224"
"3","24","18","0","0","20","0.7","0.16","0","20","0","0"
"3","24","19","0","0","19","0.6","0.16","0","19","0","0"
"3","24","20","0","0","19","0.6","0.16","0","19","0","0"
"3","24","21","0","0","19","0.6","0.16","0","19","0","0"
"3","24","22","0","0","18","0.6","0.16","0","18","0","0"
"3","24","23","0","0","18","0.6","0.16","0","18","0","0"
"3","25","0","0","0","18","0.7","0.16","0","18","0","0"
"3","25","1","0","0","18","0.9","0.16","0","18","0","0"
"3","25","2","0","0","17","1","0.16","0","17","0","0"
"3","25","3","0","0","17","1.1","0.16","0","17","0","0"
"3","25","4","0","0","17","1","0.16","0","17","0","0"
"3","25","5","0","0","17","1.2","0.16","0","17","0","0"
"3","25","6","187","21","17","1.8","0.16","35.909","17.75","68.245","49.972"
"3","25","7","628","65","19","2.3","0.16","279.638","25.34","899.175","851.459"
"3","25","8","800","83","21","2.3","0.16","544.306","33.536","1819.687","1739.354"
"3","25","9","882","93","23","2.2","0.16","771.221","41.046","2474.371","2370.84"
"3","25","10","381","361","24","2","0.16","714.085","41.297","2247.288","2151.804"
"3","25","11","317","461","25","1.7","0.16","786.253","45.241","2419.52","2317.933"
"3","25","12","383","404","26","1.4","0.16","799.128","48.003","2434.697","2332.572"
"3","25","13","918","109","26","1.2","0.16","983.836","54.501","2948.689","2828.351"
"3","25","14","884","103","25","1","0.16","841.484","50.657","2583.562","2476.162"
"3","25","15","810","96","24","0.8","0.16","634.127","44.426","2018.821","1931.432"
"3","25","16","676","81","23","0.6","0.16","381.198","35.945","1236.74","1177.063"
"3","25","17","385","48","22","0.5","0.16","122.683","26.064","333.225","305.563"
"3","25","18","0","0","21","0.5","0.16","0","21","0","0"
"3","25","19","0","0","20","0.5","0.16","0","20","0","0"
"3","25","20","0","0","20","0.6","0.16","0","20","0","0"
"3","25","21","0","0","20","0.7","0.16","0","20","0","0"
"3","25","22","0","0","19","0.9","0.16","0","19","0","0"
"3","25","23","0","0","19","1.2","0.16","0","19","0","0"
"3","26","0","0","0","19","1.6","0.16","0","19","0","0"
"3","26","1","0","0","18","1.9","0.16","0","18","0","0"
"3","26","2","0","0","18","2","0.16","0","18","0","0"
"3","26","3","0","0","18","2","0.16","0","18","0","0"
"3","26","4","0","0","17","1.9","0.16","0","17","0","0"
"3","26","5","0","0","17","1.9","0.16","0","17","0","0"
"3","26","6","0","3","17","2.1","0.16","2.774","17.062","6.167","0"
"3","26","7","0","30","18","2.5","0.16","27.828","18.616","88.293","69.31"
"3","26","8","12","178","18","2.7","0.16","174.759","21.718","582.585","546.087"
"3","26","9","21","249","19","2.7","0.16","251.854","24.339","829.619","784.368"
"3","26","10","20","276","20","2.5","0.16","279.799","26.136","910.243","862.135"
"3","26","11","18","307","21","2.2","0.16","309.616","28.177","997.55","946.349"
"3","26","12","23","308","21","1.9","0.16","324.079","28.977","1041.816","989.046"
"3","26","13","17","246","22","1.6","0.16","248.746","28.532","796.956","752.863"
"3","26","14","10","215","21","1.4","0.16","211.079","26.808","681.422","641.422"
"3","26","15","3","166","21","1.1","0.16","158.007","25.684","512.808","478.783"
"3","26","16","0","101","20","0.8","0.16","94.483","23.038","308.852","282.054"
"3","26","17","0","32","19","0.6","0.16","29.705","20.006","92.269","73.146"
"3","26","18","0","0","18","0.6","0.16","0","18","0","0"
"3","26","19","0","0","18","0.6","0.16","0","18","0","0"
"3","26","20","0","0","17","0.6","0.16","0","17","0","0"
"3","26","21","0","0","17","0.7","0.16","0","17","0","0"
"3","26","22","0","0","17","0.8","0.16","0","17","0","0"
"3","26","23","0","0","17","0.7","0.16","0","17","0","0"
"3","27","0","0","0","16","0.6","0.16","0","16","0","0"
"3","27","1","0","0","16","0.6","0.16","0","16","0","0"
"3","27","2","0","0","16","0.6","0.16","0","16","0","0"
"3","27","3","0","0","16","0.6","0.16","0","16","0","0"
"3","27","4","0","0","16","0.7","0.16","0","16","0","0"
"3","27","5","0","0","16","0.8","0.16","0","16","0","0"
"3","27","6","0","0","17","1.2","0.16","0","0","0","0"
"3","27","7","0","6","19","1.7","0.16","5.557","19.144","16.238","0"
"3","27","8","0","65","20","1.7","0.16","60.439","21.563","193.108","170.411"
"3","27","9","0","93","21","1.6","0.16","86.642","23.281","275.167","249.563"
"3","27","10","103","396","22","1.4","0.16","482.956","35.288","1539.714","1469.301"
"3","27","11","85","454","23","1.2","0.16","533.156","38.355","1672.926","1597.793"
"3","27","12","102","445","24","0.9","0.16","542.128","40.834","1684.699","1609.15"
"3","27","13","257","413","24","0.5","0.16","667.283","47.177","2039.255","1951.142"
"3","27","14","221","375","23","0.2","0.16","558.191","44.272","1733.171","1655.904"
"3","27","15","237","266","22","0.3","0.16","418.631","37.515","1346.825","1283.247"
"3","27","16","214","159","21","0.5","0.16","249.259","29.713","820.599","775.668"
"3","27","17","126","56","20","0.4","0.16","79.827","22.797","235.197","211.009"
"3","27","18","0","0","20","0.4","0.16","0","20","0","0"
"3","27","19","0","0","19","0.4","0.16","0","19","0","0"
"3","27","20","0","0","19","0.5","0.16","0","19","0","0"
"3","27","21","0","0","19","0.5","0.16","0","19","0","0"
"3","27","22","0","0","18","0.5","0.16","0","18","0","0"
"3","27","23","0","0","18","0.5","0.16","0","18","0","0"
"3","28","0","0","0","18","0.5","0.16","0","18","0","0"
"3","28","1","0","0","17","0.5","0.16","0","17","0","0"
"3","28","2","0","0","17","0.5","0.16","0","17","0","0"
"3","28","3","0","0","17","0.5","0.16","0","17","0","0"
"3","28","4","0","0","16","0.5","0.16","0","16","0","0"
"3","28","5","0","0","16","0.6","0.16","0","16","0","0"
"3","28","6","166","21","18","0.8","0.16","34.553","18.923","66.452","48.244"
"3","28","7","609","68","20","0.9","0.16","278.831","28.633","887.456","840.156"
"3","28","8","91","226","22","0.9","0.16","271.569","30.496","890.286","842.886"
"3","28","9","97","324","23","0.9","0.16","391.33","35.196","1253.348","1193.083"
"3","28","10","927","98","24","0.9","0.16","943.541","53.49","2849.416","2732.595"
"3","28","11","953","96","25","0.8","0.16","1040.978","58.371","3061.965","2937.613"
"3","28","12","960","93","26","0.8","0.16","1057.281","59.889","3086.858","2961.624"
"3","28","13","951","89","26","1","0.16","992.353","56.216","2955.109","2834.544"
"3","28","14","923","83","25","1.2","0.16","850.24","49.681","2624.35","2515.504"
"3","28","15","859","78","24","1.3","0.16","642.049","42.251","2066.076","1977.012"
"3","28","16","745","64","23","1.1","0.16","390.684","34.623","1273.845","1212.854"
"3","28","17","474","38","21","0.8","0.16","127.654","24.835","334.961","307.238"
"3","28","18","0","0","19","0.7","0.16","0","19","0","0"
"3","28","19","0","0","19","0.7","0.16","0","19","0","0"
"3","28","20","0","0","18","0.7","0.16","0","18","0","0"
"3","28","21","0","0","17","0.7","0.16","0","17","0","0"
"3","28","22","0","0","17","0.7","0.16","0","17","0","0"
"3","28","23","0","0","17","0.7","0.16","0","17","0","0"
