"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"6","19","3","0","0","15","0.7","0.15","0","15","0","0"
"6","19","4","0","0","15","0.9","0.15","0","15","0","0"
"6","19","5","0","0","15","1","0.15","0","15","0","0"
"6","19","6","0","0","15","1.2","0.15","0","15","0","0"
"6","19","7","297","53","16","1.4","0.15","160.792","20.384","511.043","477.08"
"6","19","8","555","92","16","1.8","0.15","405.114","26.34","1400.342","1334.868"
"6","19","9","676","113","18","2.2","0.15","612.713","32.38","2056.329","1967.611"
"6","19","10","743","124","19","2.4","0.15","764.864","36.239","2508.02","2403.296"
"6","19","11","783","124","20","2.3","0.15","853.904","39.592","2749.868","2636.575"
"6","19","12","572","215","21","2.2","0.15","766.623","38.91","2466.442","2363.191"
"6","19","13","575","193","22","2.1","0.15","717.799","39.119","2316.008","2218.088"
"6","19","14","560","158","21","2","0.15","598.135","35.586","1971.851","1886.126"
"6","19","15","505","118","20","1.9","0.15","429.994","30.736","1456.018","1388.572"
"6","19","16","385","63","19","1.5","0.15","222.04","24.983","728.278","686.618"
"6","19","17","0","0","17","1.4","0.15","0","0","0","0"
"6","19","18","0","0","16","1.7","0.15","0","16","0","0"
"6","19","19","0","0","15","1.8","0.15","0","15","0","0"
"6","19","20","0","0","14","1.9","0.15","0","14","0","0"
"6","19","21","0","0","14","2.2","0.15","0","14","0","0"
"6","19","22","0","0","14","2.4","0.15","0","14","0","0"
"6","19","23","0","0","13","2.4","0.15","0","13","0","0"
"6","20","0","0","0","13","2.5","0.15","0","13","0","0"
"6","20","1","0","0","13","2.8","0.15","0","13","0","0"
"6","20","2","0","0","13","3","0.15","0","13","0","0"
"6","20","3","0","0","13","3.1","0.15","0","13","0","0"
"6","20","4","0","0","13","3.2","0.15","0","13","0","0"
"6","20","5","0","0","12","3.2","0.15","0","12","0","0"
"6","20","6","0","0","12","3.3","0.15","0","12","0","0"
"6","20","7","59","55","13","3.8","0.15","78.699","14.393","256.63","231.683"
"6","20","8","102","141","15","4.4","0.15","202.959","18.335","702.201","661.465"
"6","20","9","107","224","17","4.5","0.15","302.871","21.892","1031.481","979.077"
"6","20","10","878","74","19","4.3","0.15","815.678","32.569","2718.332","2606.157"
"6","20","11","900","76","21","4","0.15","899.29","36.588","2934.628","2814.788"
"6","20","12","901","76","22","3.7","0.15","908.043","38.448","2939.649","2819.631"
"6","20","13","883","75","22","3.3","0.15","843.519","38.273","2743.754","2630.677"
"6","20","14","840","70","22","2.9","0.15","707.344","36.61","2335.257","2236.655"
"6","20","15","761","61","21","2.4","0.15","518.232","32.742","1753.815","1675.816"
"6","20","16","581","44","19","1.6","0.15","276.251","26.271","903.607","855.735"
"6","20","17","0","0","17","1.1","0.15","0","0","0","0"
"6","20","18","0","0","17","1.2","0.15","0","17","0","0"
"6","20","19","0","0","16","1.5","0.15","0","16","0","0"
"6","20","20","0","0","15","1.7","0.15","0","15","0","0"
"6","20","21","0","0","15","1.9","0.15","0","15","0","0"
"6","20","22","0","0","14","2.1","0.15","0","14","0","0"
"6","20","23","0","0","13","2.2","0.15","0","13","0","0"
"6","21","0","0","0","13","2.2","0.15","0","13","0","0"
"6","21","1","0","0","12","2.2","0.15","0","12","0","0"
"6","21","2","0","0","12","2.2","0.15","0","12","0","0"
"6","21","3","0","0","12","2.1","0.15","0","12","0","0"
"6","21","4","0","0","12","2","0.15","0","12","0","0"
"6","21","5","0","0","12","2.1","0.15","0","12","0","0"
"6","21","6","0","0","12","2.5","0.15","0","12","0","0"
"6","21","7","118","55","14","3","0.15","101.465","16.031","328.206","300.722"
"6","21","8","173","140","16","3.4","0.15","239.105","20.552","826.85","781.697"
"6","21","9","179","224","18","3.3","0.15","361.637","24.97","1225.52","1166.241"
"6","21","10","424","238","20","3.1","0.15","621.306","32.36","2055.137","1966.461"
"6","21","11","418","276","21","2.8","0.15","687.996","35.381","2238.321","2143.154"
"6","21","12","442","263","22","2.6","0.15","700.122","37.164","2262.18","2166.167"
"6","21","13","360","269","22","2.4","0.15","601.211","35.516","1957.412","1872.199"
"6","21","14","351","220","21","2.2","0.15","500.862","32.723","1658.922","1584.285"
"6","21","15","338","147","20","1.8","0.15","357.501","29.105","1209.346","1150.64"
"6","21","16","268","73","18","1.1","0.15","189.674","23.624","625.239","587.23"
"6","21","17","0","0","16","0.7","0.15","0","0","0","0"
"6","21","18","0","0","15","0.8","0.15","0","15","0","0"
"6","21","19","0","0","15","0.8","0.15","0","15","0","0"
"6","21","20","0","0","14","0.8","0.15","0","14","0","0"
"6","21","21","0","0","14","0.8","0.15","0","14","0","0"
"6","21","22","0","0","13","0.8","0.15","0","13","0","0"
"6","21","23","0","0","13","0.8","0.15","0","13","0","0"
"6","22","0","0","0","12","0.8","0.15","0","12","0","0"
"6","22","1","0","0","12","0.9","0.15","0","12","0","0"
"6","22","2","0","0","12","0.9","0.15","0","12","0","0"
"6","22","3","0","0","11","0.9","0.15","0","11","0","0"
"6","22","4","0","0","11","0.9","0.15","0","11","0","0"
"6","22","5","0","0","11","0.9","0.15","0","11","0","0"
"6","22","6","0","0","12","1.3","0.15","0","12","0","0"
"6","22","7","500","37","14","2.1","0.15","207.72","18.854","658.628","619.436"
"6","22","8","740","55","16","2.7","0.15","458.716","25.849","1597.431","1524.973"
"6","22","9","837","66","19","3","0.15","665.663","32.529","2239.933","2144.709"
"6","22","10","883","72","21","3","0.15","816.963","37.565","2670.244","2559.773"
"6","22","11","901","77","22","2.9","0.15","901.115","40.561","2894.519","2776.101"
"6","22","12","904","77","23","2.6","0.15","912.108","42.802","2901.545","2782.878"
"6","22","13","890","74","23","2.4","0.15","848.974","42.138","2718.976","2606.777"
"6","22","14","855","68","22","2.2","0.15","717.125","38.829","2346.831","2247.819"
"6","22","15","770","61","21","1.8","0.15","524.526","34.388","1763.754","1685.403"
"6","22","16","601","44","19","1.1","0.15","284.772","27.425","928.785","880.02"
"6","22","17","0","0","17","0.8","0.15","0","0","0","0"
"6","22","18","0","0","16","0.8","0.15","0","16","0","0"
"6","22","19","0","0","15","0.8","0.15","0","15","0","0"
"6","22","20","0","0","15","0.8","0.15","0","15","0","0"
"6","22","21","0","0","14","0.8","0.15","0","14","0","0"
"6","22","22","0","0","13","0.9","0.15","0","13","0","0"
"6","22","23","0","0","13","0.9","0.15","0","13","0","0"
"6","23","0","0","0","13","0.9","0.15","0","13","0","0"
"6","23","1","0","0","12","0.9","0.15","0","12","0","0"
"6","23","2","0","0","12","0.9","0.15","0","12","0","0"
"6","23","3","0","0","12","0.9","0.15","0","12","0","0"
"6","23","4","0","0","11","0.8","0.15","0","11","0","0"
"6","23","5","0","0","11","0.8","0.15","0","11","0","0"
"6","23","6","0","0","12","1.3","0.15","0","12","0","0"
"6","23","7","490","38","14","1.9","0.15","205.322","18.996","650.351","611.452"
"6","23","8","733","58","17","2","0.15","457.968","28.226","1579.954","1508.116"
"6","23","9","838","67","20","1.8","0.15","667.106","36.99","2205.752","2111.739"
"6","23","10","889","73","22","1.6","0.15","822.831","43.827","2622.519","2513.738"
"6","23","11","910","76","23","1.3","0.15","908.043","48.76","2820.708","2704.905"
"6","23","12","905","80","23","1.1","0.15","916.566","50.284","2826.875","2710.853"
"6","23","13","885","79","24","0.9","0.15","850.697","50.665","2629.884","2520.842"
"6","23","14","845","73","23","0.7","0.15","715.865","46.719","2268.039","2171.819"
"6","23","15","765","63","22","0.5","0.15","524.468","40.443","1720.792","1643.963"
"6","23","16","590","46","21","0.3","0.15","283.241","31.45","909.502","861.421"
"6","23","17","0","0","19","0.2","0.15","0","0","0","0"
"6","23","18","0","0","18","0.3","0.15","0","18","0","0"
"6","23","19","0","0","17","0.5","0.15","0","17","0","0"
"6","23","20","0","0","16","0.7","0.15","0","16","0","0"
"6","23","21","0","0","15","0.8","0.15","0","15","0","0"
"6","23","22","0","0","14","0.8","0.15","0","14","0","0"
"6","23","23","0","0","14","0.8","0.15","0","14","0","0"
"6","24","0","0","0","13","0.8","0.15","0","13","0","0"
"6","24","1","0","0","13","0.8","0.15","0","13","0","0"
"6","24","2","0","0","12","0.8","0.15","0","12","0","0"
"6","24","3","0","0","12","0.8","0.15","0","12","0","0"
"6","24","4","0","0","12","1","0.15","0","12","0","0"
"6","24","5","0","0","11","1.1","0.15","0","11","0","0"
"6","24","6","0","0","12","1.6","0.15","0","12","0","0"
"6","24","7","453","41","15","2.4","0.15","196.671","19.339","622.275","584.371"
"6","24","8","705","64","17","3","0.15","449.532","26.163","1562.116","1490.91"
"6","24","9","811","75","20","3.2","0.15","661.035","32.996","2219.106","2124.62"
"6","24","10","864","81","21","3.2","0.15","810.954","36.906","2656.787","2546.792"
"6","24","11","882","86","22","2.9","0.15","894.096","40.415","2873.011","2755.355"
"6","24","12","881","88","23","2.7","0.15","903.914","42.274","2880.765","2762.834"
"6","24","13","35","261","22","2.5","0.15","293.353","28.454","958.064","908.262"
"6","24","14","32","215","22","2.3","0.15","240.318","27.5","789.406","745.58"
"6","24","15","24","149","21","1.8","0.15","158.114","25.013","523.534","489.129"
"6","24","16","2","72","19","1","0.15","70.285","21.146","229.104","205.132"
"6","24","17","0","0","17","0.8","0.15","0","0","0","0"
"6","24","18","0","0","16","1","0.15","0","16","0","0"
"6","24","19","0","0","16","1.5","0.15","0","16","0","0"
"6","24","20","0","0","15","2.2","0.15","0","15","0","0"
"6","24","21","0","0","15","2.8","0.15","0","15","0","0"
"6","24","22","0","0","14","2.9","0.15","0","14","0","0"
"6","24","23","0","0","14","2.8","0.15","0","14","0","0"
"6","25","0","0","0","13","2.8","0.15","0","13","0","0"
"6","25","1","0","0","13","2.9","0.15","0","13","0","0"
"6","25","2","0","0","12","2.8","0.15","0","12","0","0"
"6","25","3","0","0","12","2.6","0.15","0","12","0","0"
"6","25","4","0","0","12","2.5","0.15","0","12","0","0"
"6","25","5","0","0","12","2.6","0.15","0","12","0","0"
"6","25","6","0","0","12","2.9","0.15","0","12","0","0"
"6","25","7","28","52","13","3.4","0.15","61.672","14.162","200.528","177.568"
"6","25","8","67","137","15","3.8","0.15","173.876","18.11","598.155","561.106"
"6","25","9","74","217","17","3.9","0.15","271.858","21.775","922.335","873.798"
"6","25","10","76","278","19","3.8","0.15","345.494","25.142","1152.777","1096.075"
"6","25","11","77","313","20","3.6","0.15","387.99","27.099","1281.814","1220.54"
"6","25","12","882","87","21","3.2","0.15","903.949","38.705","2922.287","2802.885"
"6","25","13","868","83","21","2.9","0.15","841.438","38.343","2735.074","2622.305"
"6","25","14","829","76","21","2.6","0.15","708.4","36.422","2339.317","2240.571"
"6","25","15","750","65","20","2.3","0.15","519.17","31.986","1761.336","1683.071"
"6","25","16","579","46","17","1.6","0.15","280.082","24.378","926.003","877.337"
"6","25","17","0","0","15","1.1","0.15","0","0","0","0"
"6","25","18","0","0","15","1.1","0.15","0","15","0","0"
"6","25","19","0","0","14","1.2","0.15","0","14","0","0"
"6","25","20","0","0","14","1.5","0.15","0","14","0","0"
"6","25","21","0","0","14","1.9","0.15","0","14","0","0"
"6","25","22","0","0","14","2.4","0.15","0","14","0","0"
"6","25","23","0","0","13","2.7","0.15","0","13","0","0"
"6","26","0","0","0","12","2.6","0.15","0","12","0","0"
"6","26","1","0","0","12","2.4","0.15","0","12","0","0"
"6","26","2","0","0","12","2.4","0.15","0","12","0","0"
"6","26","3","0","0","12","2.5","0.15","0","12","0","0"
"6","26","4","0","0","11","2.6","0.15","0","11","0","0"
"6","26","5","0","0","11","2.7","0.15","0","11","0","0"
"6","26","6","0","0","11","3.1","0.15","0","11","0","0"
"6","26","7","448","41","12","3.7","0.15","194.444","15.449","623.755","585.799"
"6","26","8","707","64","14","4","0.15","449.76","21.847","1588.901","1516.745"
"6","26","9","828","71","17","3.8","0.15","663.668","28.887","2264.455","2168.362"
"6","26","10","884","74","18","3.5","0.15","819.347","33.323","2722.681","2610.351"
"6","26","11","909","76","20","3","0.15","907.28","38.374","2939.546","2819.532"
"6","26","12","912","76","21","2.7","0.15","919.173","40.601","2949.541","2829.173"
"6","26","13","898","74","21","2.4","0.15","857.478","40.329","2765.607","2651.756"
"6","26","14","861","68","21","2.2","0.15","723.784","37.985","2376.097","2276.048"
"6","26","15","786","59","20","1.9","0.15","533.945","33.347","1803.049","1723.306"
"6","26","16","620","43","18","1.3","0.15","292.999","26.264","962.655","912.69"
"6","26","17","0","0","15","0.8","0.15","0","0","0","0"
"6","26","18","0","0","14","0.8","0.15","0","14","0","0"
"6","26","19","0","0","13","0.9","0.15","0","13","0","0"
"6","26","20","0","0","13","1.2","0.15","0","13","0","0"
"6","26","21","0","0","13","1.5","0.15","0","13","0","0"
"6","26","22","0","0","12","1.7","0.15","0","12","0","0"
"6","26","23","0","0","11","1.7","0.15","0","11","0","0"
"6","27","0","0","0","11","1.7","0.15","0","11","0","0"
"6","27","1","0","0","11","1.9","0.15","0","11","0","0"
"6","27","2","0","0","11","2.2","0.15","0","11","0","0"
"6","27","3","0","0","10","2.3","0.15","0","10","0","0"
"6","27","4","0","0","10","2.4","0.15","0","10","0","0"
"6","27","5","0","0","10","2.6","0.15","0","10","0","0"
"6","27","6","0","0","10","2.9","0.15","0","10","0","0"
"6","27","7","529","36","12","3.4","0.15","212.016","15.932","676.676","636.845"
"6","27","8","773","54","14","3.7","0.15","472.606","22.62","1667.341","1592.406"
"6","27","9","875","62","16","3.8","0.15","685.988","28.289","2347.195","2248.17"
"6","27","10","923","67","18","3.7","0.15","843.601","33.303","2803.616","2688.418"
"6","27","11","944","69","19","3.4","0.15","930.977","36.665","3036.338","2912.894"
"6","27","12","944","70","20","3.1","0.15","941.842","38.756","3044.067","2920.35"
"6","27","13","111","303","21","2.9","0.15","404.205","29.291","1330.667","1267.662"
"6","27","14","110","247","20","2.6","0.15","333.456","27.226","1110.95","1055.73"
"6","27","15","107","169","19","2.1","0.15","241.019","24.761","813.977","769.28"
"6","27","16","84","82","17","1.2","0.15","120.271","20.489","398.998","369.006"
"6","27","17","0","0","14","0.8","0.15","0","0","0","0"
"6","27","18","0","0","13","0.9","0.15","0","13","0","0"
"6","27","19","0","0","12","0.9","0.15","0","12","0","0"
"6","27","20","0","0","12","1.1","0.15","0","12","0","0"
"6","27","21","0","0","11","1.2","0.15","0","11","0","0"
"6","27","22","0","0","10","1.3","0.15","0","10","0","0"
"6","27","23","0","0","10","1.4","0.15","0","10","0","0"
"6","28","0","0","0","9","1.4","0.15","0","9","0","0"
"6","28","1","0","0","9","1.5","0.15","0","9","0","0"
"6","28","2","0","0","9","1.6","0.15","0","9","0","0"
"6","28","3","0","0","9","1.9","0.15","0","9","0","0"
"6","28","4","0","0","9","2.2","0.15","0","9","0","0"
"6","28","5","0","0","9","2.3","0.15","0","9","0","0"
"6","28","6","0","0","9","2.5","0.15","0","9","0","0"
"6","28","7","505","38","11","3","0.15","208.18","15.123","667.138","627.644"
"6","28","8","756","57","13","3.3","0.15","466.782","22.059","1649.632","1575.325"
"6","28","9","857","67","16","3.2","0.15","678.898","29.349","2312.959","2215.147"
"6","28","10","905","72","18","2.7","0.15","834.352","35.817","2745.532","2632.393"
"6","28","11","926","76","20","2.3","0.15","922.888","41.186","2956.057","2835.458"
"6","28","12","920","80","21","2","0.15","931.674","43.681","2951.707","2831.262"
"6","28","13","904","78","21","2","0.15","868.19","42.154","2778.75","2664.434"
"6","28","14","863","73","21","1.9","0.15","732.216","39.246","2390.914","2290.34"
"6","28","15","788","62","20","1.5","0.15","539.866","34.709","1812.936","1732.842"
"6","28","16","611","46","17","1","0.15","293.883","25.923","968.339","918.172"
"6","28","17","0","0","15","0.7","0.15","0","0","0","0"
"6","28","18","0","0","14","0.8","0.15","0","14","0","0"
"6","28","19","0","0","13","0.9","0.15","0","13","0","0"
"6","28","20","0","0","13","1","0.15","0","13","0","0"
"6","28","21","0","0","12","1","0.15","0","12","0","0"
"6","28","22","0","0","12","0.9","0.15","0","12","0","0"
"6","28","23","0","0","12","0.9","0.15","0","12","0","0"
"6","29","0","0","0","11","0.9","0.15","0","11","0","0"
"6","29","1","0","0","11","0.9","0.15","0","11","0","0"
"6","29","2","0","0","11","1","0.15","0","11","0","0"
"6","29","3","0","0","11","1.2","0.15","0","11","0","0"
"6","29","4","0","0","11","1.4","0.15","0","11","0","0"
"6","29","5","0","0","11","1.6","0.15","0","11","0","0"
"6","29","6","0","0","11","2.2","0.15","0","11","0","0"
"6","29","7","438","41","13","2.9","0.15","190.418","16.839","606.334","568.995"
"6","29","8","683","68","16","3.4","0.15","440.552","24.413","1540.297","1469.864"
"6","29","9","792","82","18","3.6","0.15","654.374","30.077","2220.941","2126.39"
"6","29","10","556","193","20","3.6","0.15","681.701","32.534","2260.595","2164.639"
"6","29","11","540","234","21","3.3","0.15","753.297","35.495","2455.609","2352.743"
"6","29","12","562","224","22","3.1","0.15","768.627","37.279","2487.553","2383.554"
"6","29","13","267","295","22","2.9","0.15","550.908","33.316","1802.549","1722.824"
"6","29","14","262","240","22","2.7","0.15","457.773","31.757","1515.345","1445.796"
